Stock Name,RS Rating,Basic Industry,EPS Latest Quarter,QoQ % EPS Latest,YoY% EPS Latest,Sales Latest Quarter,QoQ % Sales Latest,YoY % Sales Latest
GRANULES,66,Medical-Diversified,4.85,20.9,-6.4,1137.7,17.7,-1.6
KILITCH,66,Medical-Diversified,3.71,-30.8,94.2,56.17,18.3,76.2
VENUSREM,65,Medical-Diversified,14.66,457.4,183.6,176.86,5.6,23.3
DRREDDY,64,Medical-Diversified,16.94,12.5,2.3,8381.2,4.3,15.8
JBCHEPHARM,63,Medical-Diversified,10.45,-7,20.3,963.49,-3.7,14.1
SOLARA,61,Medical-Diversified,2.24,0.4,102.9,300.31,-13.4,20.7
ALKEM,59,Medical-Diversified,52.34,-9.1,5.1,3374.28,-1.2,1.5
ALEMBICLTD,48,Medical-Diversified,2.55,-46,2.8,57.92,9.4,47
FDC,47,Medical-Diversified,2.28,-48.5,-53.9,464.11,-9.7,1.3
PFIZER,46,Medical-Diversified,27.89,-19.4,-2,537.99,-8.6,-0.4
VAISHALI,43,Medical-Diversified,0.13,-27.8,-93.6,27.91,34.2,-0.2
AARTIDRUGS,36,Medical-Diversified,4.19,26.2,2.7,514.54,-5.3,-4.4
MOREPENLAB,34,Medical-Diversified,0.49,-24.6,-31,452.78,3.4,1.8
TTKHLTCARE,34,Medical-Diversified,11.84,-2.8,29,204.74,3.1,11.3
LINCOLN,33,Medical-Diversified,10.37,-21.2,-26.4,146.55,-9.1,0
AAREYDRUGS,31,Medical-Diversified,0.25,-56.9,-70.2,133.79,27.2,74.8
BALPHARMA,26,Medical-Diversified,0.3,-53.8,-50.8,73.15,-0.8,-10.5
KOPRAN,26,Medical-Diversified,2.16,41.2,-36.1,166.24,9.7,4.5
ORCHPHARMA,24,Medical-Diversified,4.1,-23.8,-30,217.34,-2.4,-1.5
INDOCO,22,Medical-Diversified,-2.86,-175,-261.6,410.55,-5.1,-10.7
VINEETLAB,19,Medical-Diversified,-6.19,-211.1,-181.4,18.1,-4.8,-44.7
NATCOPHARM,11,Medical-Diversified,7.43,-80.3,-37.8,474.8,-65.4,-37.4
INDSWFTLTD,9,Medical-Diversified,-1.02,-234.2,61.7,120.13,-11.9,17
ORTINGLOBE,7,Medical-Diversified,-0.14,75.9,95.8,0.03,-57.1,-84.2
ORTINGLOBE,7,Medical-Diversified,-0.14,75.9,95.8,0.03,-57.1,-84.2
NGLFINE,4,Medical-Diversified,2.07,-87.3,-85.7,89.1,-2.5,5
PAR,1,Medical-Diversified,0.47,-93.3,-83.5,21.38,-38.4,-11.2
AARTIPHARM,94,Medical-EthicalDrugs,8.16,35.3,38.5,537.78,17.4,19.8
WINDLAS,90,Medical-EthicalDrugs,7.45,-0.5,1.4,195.02,4.3,20.2
ALIVUS,89,Medical-EthicalDrugs,11.18,43.5,14.7,641.84,26.6,12
LASA,61,Medical-EthicalDrugs,1.1,274.6,650,33.08,-16.1,23.7
SAKAR,40,Medical-EthicalDrugs,2.06,-6.8,106,43.42,1.4,16.4
BIOFILCHEM,23,Medical-EthicalDrugs,0.1,400,-37.5,14.2,482,179.5
HESTERBIO,23,Medical-EthicalDrugs,13.71,42.1,187.4,63.22,-24.5,-5.7
MANKIND,76,Medical-Products,9.22,-43.5,-18.6,3230,5,23.9
INDGN,66,Medical-Products,4.58,19.3,NA,720.4,4.9,7
NURECA,48,Medical-Products,-2.8,-483.3,-1747.1,26.46,-15.2,17.8
SYNGENE,56,Medical-ResearchEqpSvc,3.26,23,17.7,943.7,5.9,10.6
TARSONS,25,Medical-ResearchEqpSvc,0.99,-59.3,-50.3,95.68,19.4,NA
VIMTALABS,97,Medical-Services,9.46,43.6,117,88.52,6.4,10.4
VIJAYA,92,Medical-Services,3.43,-16.1,30.9,168.98,-7.7,27.3
KRSNAA,77,Medical-Services,6.69,-1.6,56.3,165.16,-7.6,8.9
LALPATHLAB,59,Medical-Services,11.57,-25.2,17.8,596.7,-9.6,10.7
THYROCARE,59,Medical-Services,3.58,-29,23.4,165,-7,22.2
METROPOLIS,49,Medical-Services,6.12,-32.6,13.3,322.77,-7.7,10.8
SUPRIYA,94,Medical-Supplies,5.81,1.4,54.1,185.65,11.7,32.5
POLYMED,84,Medical-SystemsEquip,8.41,-2.7,22.6,424.21,1,24.9
LAXMIDENTL,41,Medical-SystemsEquip,0.93,-88.6,NA,61.67,-47.3,NA
UNIVPHOTO,3,Medical-SystemsEquip,-81.29,-142.6,-28.3,4.8,-21.7,-35.3
BLUEJET,98,Medical-WhlsleDrgSuppl,5.71,69.4,197.4,318.38,52.8,90.9
VALIANTLAB,10,Medical-WhlsleDrgSuppl,0.54,150,174,35.23,63.7,-13.2
MANAKCOAT,95,Metal Fabrication,0.68,106.1,-1.4,205.05,17.2,7.4
HINDALCO,87,Metal Fabrication,16.62,-4.5,59,58390,0.3,10.6
AEROFLEX,83,Metal Fabrication,1.15,9.5,64.3,96.89,3.6,32.4
NATIONALUM,78,Metal Fabrication,8.62,48.9,216.9,4662.22,16.5,39.3
GOYALALUM,70,Metal Fabrication,0.06,20,-40,19.86,-8.6,33.1
CENTEXT,68,Metal Fabrication,0.31,0,-3.1,103.54,-2.8,8.4
SCHAEFFLER,67,Metal Fabrication,15.95,0.8,14.1,2082.31,0.5,12.2
MANAKALUCO,46,Metal Fabrication,0.25,-3.8,-10.7,139.74,-7.2,34.9
GANDHITUBE,40,Metal Fabrication,12.48,-12.1,14.2,39.77,-18.2,-3.8
NIBL,38,Metal Fabrication,-2.33,24.4,7.9,16.85,2.8,-6.5
EKC,32,Metal Fabrication,1.61,-53.2,-51.5,367.01,-0.1,11.4
MMP,30,Metal Fabrication,4.27,85.7,18.6,168.39,16.2,19.5
MAANALU,26,Metal Fabrication,0.56,-41.7,-61.1,182.09,-11.4,-14.5
ORIENTCER,25,Metal Fabrication,0.2,25,-56.5,74.17,2.2,-7.9
NRBBEARING,23,Metal Fabrication,2.2,-39.6,-87.2,278.52,-7.6,7.7
MANAKSIA,15,Metal Fabrication,1.95,-12.9,-23.5,187.9,10.8,23.3
HARDWYN,5,Metal Fabrication,0.08,-11.1,-63.6,34.49,-13.6,-1.8
RAJMET,1,Metal Fabrication,0,100,-100,232.72,-16.2,-21.8
GRAVITA,90,Mining/Minerals,10.56,1.1,20.3,996.42,7.4,31.5
SAGARDEEP,89,Mining/Minerals,0.15,-31.8,0,23.06,-31.6,-11.4
VEDL,85,Mining/Minerals,9.07,-18.6,64.9,39115,3.9,10.1
POCL,82,Mining/Minerals,5.39,-19.1,23.3,502.42,-12.2,9.9
CUBEXTUB,77,Mining/Minerals,1.49,63.7,86.2,72.76,31.7,27.2
SANDUMA,77,Mining/Minerals,7.82,294.9,1050,481.67,85.1,214.6
HINDZINC,68,Mining/Minerals,6.26,15.1,27.2,8556,3.8,17
ASHAPURMIN,66,Mining/Minerals,11.04,137.4,77.2,865.44,43.3,21.3
MOIL,64,Mining/Minerals,3.13,27.2,13.8,366.82,25.7,19.7
NMDC,55,Mining/Minerals,2.14,55.1,-58.2,6567.83,33.5,21.4
ORISSAMINE,43,Mining/Minerals,-12.48,-1045.5,-416.8,20.62,-12,-27.3
HINDCOPPER,31,Mining/Minerals,0.65,-38.7,-12.2,327.77,-36.8,-17.9
GMDCLTD,22,Mining/Minerals,4.64,15.1,23.4,653.42,10.2,15.8
NSLNISP,21,Mining/Minerals,NA,NA,NA,2119.54,39.2,128.9
MMTC,20,Mining/Minerals,0.02,-93.9,-95.5,0.25,-84.3,-68.4
BLUECHIP,97,NBFC,-0.01,NA,-114.3,0,-100,-100
TCIFINANCE,96,NBFC,-0.18,-12.5,-164.3,0,-100,-100
BAJFINANCE,93,NBFC,68.6,6.1,16.4,18035.11,5.5,27.3
MUTHOOTFIN,93,NBFC,33.95,8.9,32.3,4423.46,7.4,39.6
MANAPPURAM,91,NBFC,3.33,-50.7,-51.4,2559.72,-2.8,10.8
SBICARD,90,NBFC,4.03,-5.2,-31.3,4618.69,4.5,-0.1
AIIL,90,NBFC,31.76,-36,-10.3,617.66,-43.5,-10.6
CHOLAFIN,89,NBFC,12.94,12.2,23.6,6732.98,7.6,34.5
MANCREDIT,89,NBFC,1.78,7.9,12.7,12.68,8.3,44.9
SHRIRAMFIN,88,NBFC,17.27,-69.7,-65.3,10698.31,6,15
NBIFIN,78,NBFC,1.38,-90.3,-5.5,0.62,-88.8,-41
M&MFIN,72,NBFC,7.43,135.9,47.4,4796.8,7.4,17
SUNDARMHLD,71,NBFC,4.76,19,1.9,32.58,9.1,28.3
INDOSTAR,62,NBFC,2.04,-12.4,64.5,373.23,8.2,56.8
MASFIN,62,NBFC,4.38,3.5,10.3,409.73,6.6,22.3
DCMFINSERV,58,NBFC,-0.11,-450,-120,0,-100,-100
CREDITACC,52,NBFC,6.24,-46.5,-71.9,1380.38,-5,6.8
CAPTRUST,50,NBFC,0.04,-73.3,-90.5,24.79,-0.5,29.9
PFC,48,NBFC,17.66,9.8,22.5,26798.04,4.2,13.7
MANBA,47,NBFC,2.58,11.2,-34.2,68.87,6.6,42.9
ARMANFIN,39,NBFC,-6.93,-147.5,-116.1,164.77,-9.2,-2.4
IREDA,38,NBFC,1.58,9,14.5,1698.45,4.2,35.6
SATIN,37,NBFC,1.29,-68.2,-87.5,684.07,4.1,14.8
IFCI,36,NBFC,-0.12,-137.5,-192.3,457.55,-25.9,0.7
RECLTD,35,NBFC,15.48,0.9,22.5,14271.92,4.3,18.4
CGCL,33,NBFC,1.55,31.4,89,820.77,9.2,35.6
HBSL,32,NBFC,-16.03,-9005.6,-189.4,-4.37,-316.3,-128.7
IIFL,28,NBFC,0.96,125.8,-91.7,2442.58,-5,-7.8
POONAWALLA,28,NBFC,0.24,104,-93.2,1057.03,6.9,38.6
MAHAPEXLTD,26,NBFC,-4.81,14.4,92.4,0.05,-90.4,-93.1
UYFINCORP,17,NBFC,0.11,-42.1,-64.5,14.87,-67.2,-54.8
TFL,12,NBFC,-0.44,-588.9,NA,3.53,-9.3,13.9
MUFIN,12,NBFC,0.37,2.8,-7.5,43.08,6.8,58.8
GLFL,9,NBFC,0.02,100,-81.8,0,-100,-100
PAISALO,5,NBFC,0.7,25,0,203.75,8.9,11.6
SPANDANA,2,NBFC,-61.73,-303.5,-444.9,555,-19.1,-11.3
JINDRILL,94,Oil & Gas-Drilling,22.76,91.4,110.4,239.46,38.8,30.7
SOUTHWEST,44,Oil & Gas-Drilling,1.25,941.7,-10.1,47.54,73.6,12.6
ABAN,5,Oil & Gas-Drilling,-47.38,-139.9,15.3,116.31,0.9,23.3
OILCOUNTUB,97,Oil & Gas-FieldServices,0.37,112.5,110.4,41.21,84,578.9
ASIANENE,45,Oil & Gas-FieldServices,1.84,-11.5,-45.2,91.69,-6.2,-3.4
AAKASH,37,Oil & Gas-FieldServices,0.03,50,-72.7,23.35,1.1,6.7
MANINDS,26,Oil & Gas-FieldServices,5.27,7.1,1.7,731.94,-9.2,-12.1
ALPHAGEO,23,Oil & Gas-FieldServices,-12.33,-541.9,-295.1,11.16,-40.4,-71.6
DEEPINDS,93,Oil & Gas-Integrated,6.81,13.3,56.9,154.83,18.5,47.8
RELIANCE,64,Oil & Gas-Integrated,13.7,11.9,7.4,239986,3.6,6.6
LIKHITHA,45,Oil & Gas-Integrated,4.38,-0.9,6.1,126.29,0.7,25.5
HINDOILEXP,65,Oil & Gas-IntlExpl&Prod,3.28,295.2,-9.4,146.52,54.5,-18.2
ONGC,57,Oil & Gas-IntlExpl&Prod,6.85,-16.3,-17.8,166096.68,4.9,0.3
OIL,41,Oil & Gas-IntlExpl&Prod,8.23,-33.7,-62.1,8336.9,15,-13.3
SELAN,37,Oil & Gas-IntlExpl&Prod,12.17,-13.4,200.5,63.98,-7.2,46.6
UNIDT,63,Oil & Gas-MachineryEquip,1.29,-36.1,4,34.78,-33,1.9
JNKINDIA,2,Oil & Gas-MachineryEquip,0.51,-63.6,NA,93.52,-10,-22
PETRONET,65,Oil & Gas-Refining & Marketing,5.78,2.3,-27.9,12226.86,-6.1,-17.1
HINDPETRO,60,Oil & Gas-Refining & Marketing,11.95,1657.4,133.9,110607.97,10.6,-0.7
BPCL,52,Oil & Gas-Refining & Marketing,8.77,65.8,-40.4,113165.87,10.1,-2
IOC,41,Oil & Gas-Refining & Marketing,1.5,1463.6,-76.8,194014.49,10.9,-2.9
CHENNPETRO,21,Oil & Gas-Refining & Marketing,1.4,103.3,-94.3,12925.36,6.9,-25.6
GANDHAR,15,Oil & Gas-Refining & Marketing,1.98,6.5,-59.5,1005.29,7.5,-8.8
MRPL,9,Oil & Gas-Refining & Marketing,1.76,144.2,-21.4,21870.86,-12.4,-11.3
GULFPETRO,8,Oil & Gas-Refining & Marketing,1.31,36.5,3.1,135.88,8.6,-12.4
DOLPHIN,3,Oil & Gas-Refining & Marketing,3.89,20.4,3436.4,28.5,70,1432.3
ATL,6,Oil & Gas-TransprtPipelne,0.48,2.1,-27.3,187.34,-3.9,1.2
TATACONSUM,63,Other Beverages,2.82,-23.6,-9,4443.56,5.4,16.8
VBL,43,Other Beverages,0.55,-71.4,-49.5,3688.79,-23.2,38.3
TCPLPACK,98,Packaging,41.99,6.7,83.3,457.6,4.3,29.1
WORTH,95,Packaging,2.6,34,30.7,68.06,-3.2,14.3
COMSYN,93,Packaging,0.82,-8.9,811.1,83.84,-3.3,17.8
SHREERAMA,91,Packaging,0.39,-4.9,69.6,52.9,0.1,21.5
KANPRPLA,87,Packaging,3.22,380.6,204.5,160.81,6,30.7
ORICONENT,85,Packaging,0.2,-97.6,66.7,51.31,21.2,-21.1
HINDNATGLS,81,Packaging,-0.75,-155.1,-114.8,417.35,-3.9,-32.4
BORORENEW,80,Packaging,-2.05,-177,-81.4,361.49,-2.9,9.5
BKMINDST,80,Packaging,NA,NA,NA,NA,NA,NA
JINDALPOLY,77,Packaging,0.94,-96.5,121.5,1371.2,4.6,39.4
TOKYOPLAST,72,Packaging,0.08,-81,-70.4,19.05,3.1,19.6
COSMOFIRST,70,Packaging,11.26,-35.4,154.8,700.65,-7.7,12.1
EPL,68,Packaging,2.93,7.3,4.6,1014.3,-6.6,4
FIBERWEB,67,Packaging,1.23,0,98.4,25.18,0.6,70.5
ARROWGREEN,60,Packaging,8.52,-31.1,157.4,55.11,-15.1,120.8
UFLEX,60,Packaging,18.95,311.7,304.6,3734.68,-2.6,12.8
TPLPLASTEH,59,Packaging,0.89,29,11.2,91.04,2.3,10
EMMBI,55,Packaging,0.95,-4,-32.1,102.89,0.3,13.8
ORIENTLTD,47,Packaging,-0.75,-1.4,-53.1,34.1,-7.3,-21.5
FLEXITUFF,40,Packaging,-4.76,-31.9,76.3,62.98,-26,-57.2
BALKRISHNA,37,Packaging,-0.56,41.7,53.3,0.65,1200,-65.1
AGI,37,Packaging,13.99,25.5,34.9,658.48,9.9,5.8
HITECHCORP,36,Packaging,0.83,-51.5,-46.8,123,-16.1,-4.9
PEARLPOLY,29,Packaging,-1.32,-1042.9,-407,5.49,10.9,41.9
ROLLT,29,Packaging,-0.01,0,-200,0,-100,-100
AMDIND,14,Packaging,-0.88,-51.7,-60,44.91,-16.7,8.8
ANTGRAPHIC,14,Packaging,0.04,NA,-55.6,17.83,3952.3,5651.6
MOLDTKPAC,11,Packaging,4.1,-3.8,-5.3,190.69,-0.3,15.2
BBTCL,10,Packaging,-3.28,-3081.8,-245.1,123.44,2.4,34.7
HUHTAMAKI,9,Packaging,1.55,-0.6,-96.4,619.11,-5.1,2.5
RPPL,8,Packaging,-0.13,-131.7,-115.3,72.7,-17.7,12
BALAJEE,8,Packaging,0.75,-13.8,NA,142.66,-8.3,NA
JAICORPLTD,0,Packaging,0.69,-28.1,-10.4,126.04,-6.9,17.8
AKZOINDIA,85,Paints,23.85,10.9,-4.8,1050.5,6.9,1.7
BERGEPAINT,77,Paints,2.53,9.5,-3.8,2975.06,7.2,3.2
KANSAINER,51,Paints,8.42,450.3,323.1,1921.89,-1.5,0.2
ASIANPAINT,50,Paints,11.58,59.7,-23.6,8549.44,6.5,-6.1
SHALPAINTS,46,Paints,-2.86,-22.2,-118.3,148.16,2.3,1.5
SIRCA,43,Paints,2.09,-13.6,5,88.71,-15.9,22.2
INDIGOPNTS,34,Paints,7.65,50.9,-4.4,327.48,13.5,-4.1
HINDCON,27,Paints,0.27,125,-3.6,15.27,17.6,13.1
SANGINITA,8,Paints,0.05,-37.5,-72.2,61.54,0.3,111
KAMOPAINTS,0,Paints,0.06,50,-91.5,74.05,34.9,-6.5
RAMANEWS,95,Paper & Paper Products,-5.47,-716.4,-811.7,12.43,37.7,-6.8
DOMS,93,Paper & Paper Products,8.36,-1.2,34.6,501.11,9.5,34.8
PDMJEPAPER,72,Paper & Paper Products,2.06,-34.4,-39.9,193.69,-12.9,-5
ABREL,62,Paper & Paper Products,-3.63,-1612.5,-148.7,956.7,-15.2,-10.6
RUCHIRA,61,Paper & Paper Products,5.52,-6.9,120.8,167.88,1.5,5.8
SESHAPAPER,58,Paper & Paper Products,2.51,-36.1,-75.9,431.27,8.2,-8.9
GENUSPAPER,57,Paper & Paper Products,0.02,200,-71.4,213.09,0.9,49.3
MALUPAPER,47,Paper & Paper Products,-2.15,-0.5,-793.5,62.75,-3.3,1.9
EMAMIPAP,45,Paper & Paper Products,0.28,-77.6,-95.7,454.31,-8.2,-11.8
SHRENIK,37,Paper & Paper Products,0,-100,NA,4.65,-4.5,-55.8
SHREYANIND,36,Paper & Paper Products,6.58,0.3,-56.6,169.66,28,-1.8
SUNDARAM,36,Paper & Paper Products,-0.06,-50,-700,21.36,-11.1,-3
KUANTUM,29,Paper & Paper Products,2.4,-30.2,-51,270.08,-3.2,-10.4
ANDHRAPAP,27,Paper & Paper Products,0.59,-72,-97.2,385.7,-10.8,-19.1
STARPAPER,26,Paper & Paper Products,4.94,-46.9,-48.2,97.48,-12.1,-15.1
JKPAPER,25,Paper & Paper Products,3.86,-49.1,-72.4,1631.99,-3,-4.4
WSTCSTPAPR,20,Paper & Paper Products,9.72,-28,-52.9,1015.85,-2.8,-2.8
PAKKA,18,Paper & Paper Products,1.98,-62,-35.9,106.01,-4.6,6.6
SATIA,14,Paper & Paper Products,1.98,61,-51.1,375.83,10.5,-13.7
ASTRON,11,Paper & Paper Products,-5.63,-182.9,-1985.2,1.36,-96.2,-98.1
TNPL,8,Paper & Paper Products,-6.2,-1731.6,-356.2,1125.73,23.1,-9.3
MAGNUM,6,Paper & Paper Products,1.26,-4.5,142.3,103.16,23.4,6.7
NRAIL,6,Paper & Paper Products,7.48,52.3,-59.6,417.91,-2.5,24.5
ORIENTPPR,3,Paper & Paper Products,-0.5,46.2,-733.3,230.1,10.5,13.1
MARICO,81,Personal Care,3.08,-6.1,2,2794,4.9,15.4
AMBICAAGAR,79,Personal Care,0.22,-59.3,156.4,36.05,7.5,24.3
RETAIL,76,Personal Care,-0.34,-213.3,-191.9,4.54,18.2,34.7
NYKAA,73,Personal Care,0.09,80,-40,2267.21,20.9,26.7
GILLETTE,72,Personal Care,38.66,-5.3,20.9,685.55,-12.3,7.2
DABUR,62,Personal Care,2.95,22.4,-1.7,3355.25,10.8,3.1
EMAMILTD,61,Personal Care,6.39,30.9,7.9,1049.48,17.8,5.3
HINDUNILVR,59,Personal Care,12.7,15.1,18.9,15818,-0.7,1.6
COLPAL,54,Personal Care,11.87,-18.3,-2.7,1461.84,-9.7,4.7
PGHH,52,Personal Care,82.74,26.7,17.2,1247.63,9.9,10.1
GODREJCP,49,Personal Care,4.87,1.5,-14.3,3768.43,2.8,3
SHK,41,Personal Care,1.27,-55.9,-46.4,543.21,0.1,9.5
OAL,38,Personal Care,2.12,-56.4,152.4,222.57,-6,12.7
AWL,38,Personal Care,3.15,31.8,103.2,16859,16.6,31.4
JYOTHYLAB,29,Personal Care,2.38,-16.8,-6.7,704.45,-4,4
CUPID,27,Personal Care,0.41,10.8,-4.7,50.76,7.3,26.4
BAJAJCON,26,Personal Care,1.77,-21,-32.4,234.41,0.2,-2
KAYA,13,Personal Care,2.81,123.5,141,58.12,10.6,6.8
HONASA,11,Personal Care,0.66,243.5,-32.7,470.55,12.7,4.3
JHS,7,Personal Care,-0.21,82.5,-520,22.66,15,57.8
STYRENIX,94,Petrochemicals,27.12,-32,36.1,690.79,5.7,42.5
DCW,83,Petrochemicals,0.45,1225,240.6,474.17,-3,19.2
SAH,78,Petrochemicals,0,-100,-100,32.33,3.1,27.4
PANAMAPET,77,Petrochemicals,8.02,10,16.2,727.97,4.2,42.2
AGARIND,73,Petrochemicals,18.52,50.2,-0.3,542.11,66.4,11
PLATIND,72,Petrochemicals,2.12,-18.8,-17.8,93.46,-6.2,52.4
CHEMPLASTS,65,Petrochemicals,-3.09,-56.1,44.5,1057.55,6.5,19.1
KOTHARIPET,60,Petrochemicals,2.18,-21.9,-13.8,131.27,-27.3,5
MANALIPETC,56,Petrochemicals,0.31,3000,14.8,196.12,-14.8,-4.2
SPLPETRO,43,Petrochemicals,3.79,-21,5.3,1405.3,-6.7,18.3
SOTL,40,Petrochemicals,2.19,-52.4,-78,945.43,4.2,-1.4
RAIN,31,Petrochemicals,-4.8,9.9,85.5,3675.73,-6.6,-10.4
DIAMINESQ,20,Petrochemicals,0.77,-69.4,-78.4,17.51,-9,-24.2
KSHITIJPOL,15,Petrochemicals,-0.05,84.8,-110.2,10.61,-18.9,-24.9
GOACARBON,7,Petrochemicals,-9.11,17.7,-124,129.46,8.7,-52.5
PANACEABIO,98,Pharmaceuticals,0.74,-3.9,338.7,163.49,10.9,8.6
WOCKPHARMA,98,Pharmaceuticals,0.86,160.6,115.1,721,-10.9,2.8
SUVENPHAR,94,Pharmaceuticals,3.26,0.9,69.8,307.15,19.2,39.7
STAR,91,Pharmaceuticals,9.54,-5.9,74.7,1153.67,-4,11.2
DIVISLAB,90,Pharmaceuticals,22.19,15.5,63.5,2319,-0.8,25
CAPLIPOINT,87,Pharmaceuticals,18.28,6.2,17.7,492.96,2,13.2
GLENMARK,85,Pharmaceuticals,12.33,-1.8,199.6,3387.55,-1.3,35.1
LUPIN,85,Pharmaceuticals,18.74,0.2,38.4,5767.71,1.7,11
GUJTHEM,85,Pharmaceuticals,1.19,22.7,0,39.52,12.9,1.3
ALPA,82,Pharmaceuticals,4.23,15.6,91.4,26.15,4.7,-4.6
ENTERO,82,Pharmaceuticals,5.85,7.7,35.4,1359,4.5,36.9
SENORES,82,Pharmaceuticals,3.73,NA,57.4,103.02,NA,30.4
KREBSBIO,80,Pharmaceuticals,-3.59,-35,-61.7,11.47,-10.9,-12.1
BROOKS,79,Pharmaceuticals,-1.74,-15.2,-23.4,38.45,84.6,76.4
GUFICBIO,79,Pharmaceuticals,1.93,-11.5,-16.1,207.79,1.8,2.9
IPCALAB,79,Pharmaceuticals,9.78,7.9,36.6,2245.37,-4.7,9.4
TORNTPHARM,79,Pharmaceuticals,14.86,10.9,13.1,2809,-2.8,2.8
BAFNAPH,78,Pharmaceuticals,0.4,-64,134.8,33.19,-17.7,16.5
PGHL,78,Pharmaceuticals,54.76,10.4,25.9,309.77,-1.2,-0.1
WANBURY,77,Pharmaceuticals,0.37,-84.9,-88.6,133.45,-17.2,-8.3
AJANTPHARM,76,Pharmaceuticals,18.64,7.6,11.3,1146.13,-3.4,3.7
CIPLA,75,Pharmaceuticals,19.45,20.5,48,7072.97,0.3,7.1
BLISSGVS,74,Pharmaceuticals,2.26,-2.2,-14.4,210.42,-3.4,4.8
MEDICAMEQ,72,Pharmaceuticals,2.73,137.4,21.3,45.14,0.8,-3
SUNPHARMA,72,Pharmaceuticals,12.1,-4.6,14,13675.46,2.9,10.5
GLAND,65,Pharmaceuticals,12.42,25.1,5.7,1384.05,-1.6,-10.4
SAILIFE,64,Pharmaceuticals,2.59,NA,NA,439.78,-34.9,NA
ZYDUSLIFE,61,Pharmaceuticals,10.17,12.1,28.7,5269.1,0.6,17
AUROPHARMA,60,Pharmaceuticals,14.44,3.4,-9.9,7978.52,2.3,8.5
INDSWFTLAB,59,Pharmaceuticals,0,-100,-100,8.66,-27.7,-97
SMSPHARMA,54,Pharmaceuticals,2.03,20.8,32.7,173.35,-11.9,7.3
AMRUTANJAN,53,Pharmaceuticals,6.66,63.2,9.2,122.75,11.6,4.8
ONESOURCE,50,Pharmaceuticals,-6.02,NA,NA,392.56,-37.3,NA
NATCAPSUQ,46,Pharmaceuticals,0.11,118.3,-91.5,43.83,6.3,9.6
APLLTD,44,Pharmaceuticals,7.04,-9.9,-23.7,1692.74,2.7,3.8
LYKALABS,43,Pharmaceuticals,0.76,28.8,26.7,33.8,-18,3.6
NECLIFE,43,Pharmaceuticals,0.35,34.6,133.3,454.98,6.3,0.6
ZIMLAB,43,Pharmaceuticals,0.82,67.3,-23.4,96.33,4.5,-0.1
ANUHPHR,32,Pharmaceuticals,2.06,-31.3,-45.6,159.51,-3.9,-7.3
MANGALAM,31,Pharmaceuticals,0.88,-48.5,120,88.71,10.9,-8.9
SANOFI,31,Pharmaceuticals,39.7,11.1,-33.7,514.9,-1.7,-25.8
BALAXI,26,Pharmaceuticals,0.97,15.5,-92.7,73.29,-5.3,20.4
EMCURE,24,Pharmaceuticals,8.11,-21.2,NA,1962.63,-2,NA
AKUMS,23,Pharmaceuticals,4.14,-0.2,NA,1010.41,-2.2,NA
ALBERTDAVD,16,Pharmaceuticals,-16.45,-152,-150,83.08,-15.6,-5.9
THEMISMED,15,Pharmaceuticals,0.06,-96.2,-92.9,93.81,-19.9,13.6
IONEXCHANG,53,PollutionControl,3.31,-4.9,2.2,690.51,7.1,24.7
NRL,13,PollutionControl,0.46,-34.3,119,34.31,-33,-54.1
NTL,97,Power Generation & Distribution,NA,NA,NA,NA,NA,NA
RPOWER,92,Power Generation & Distribution,0.1,-98.6,103.4,1852.84,5.3,-4.8
RELINFRA,85,Power Generation & Distribution,-83.26,-180.8,-689.9,5032.55,-30.7,8.5
RELTD,85,Power Generation & Distribution,0.12,50,0,53.14,240.2,220.3
NLCINDIA,68,Power Generation & Distribution,4.82,-26.9,155,4411.41,20.6,39.4
NTPC,64,Power Generation & Distribution,5.22,-4,-3.3,45052.82,0.8,5.2
TORNTPOWER,63,Power Generation & Distribution,9.44,-5.8,24.5,6499.38,-9.4,2.1
ADANIPOWER,54,Power Generation & Distribution,7.93,-8.2,10.3,13671.18,2.5,5.2
CESC,54,Power Generation & Distribution,2,-25.1,-5.7,3561,-24.2,9.8
POWERGRID,50,Power Generation & Distribution,4.15,1.5,-5.5,11233.03,-0.4,-2.7
GIPCL,49,Power Generation & Distribution,2.59,12.6,-17.5,321.99,16.6,-8.9
ADANIENSOL,46,Power Generation & Distribution,4.68,-16.7,60.8,5830.26,-5.7,27.8
TATAPOWER,46,Power Generation & Distribution,3.23,11,5.9,15391.06,-2,5.1
KARMAENG,45,Power Generation & Distribution,-1.21,-180.7,-51.2,0.94,-78.9,-40.9
PTC,42,Power Generation & Distribution,5.32,-27.5,93.5,3420.81,-33.3,-0.2
JSWENERGY,38,Power Generation & Distribution,0.96,-80.4,-31.9,2438.88,-24.7,-4.1
ACMESOLAR,38,Power Generation & Distribution,1.85,516.7,NA,349.01,34.4,NA
NTPCGREEN,25,Power Generation & Distribution,0.08,-68,NA,505.08,-53.3,NA
DGCONTENT,97,Print Media,1.13,-39.2,1355.6,109.48,-4.5,1.3
MPSLTD,96,Print Media,23.8,15.5,26.8,186.36,4.8,39.2
SAMBHAAV,88,Print Media,0.03,200,-72.7,11.17,4.4,5.7
INFOMEDIA,71,Print Media,-0.18,0,5.3,0,NA,NA
NAVNETEDUL,67,Print Media,0.63,415,NA,282.34,3.9,9.1
HMVL,60,Print Media,2.41,29.6,4920,197.47,14.8,7.9
KEEPLEARN,56,Print Media,0.01,0,-88.9,2.11,3.4,41.6
