Stock Name,Quarterly Results Date,QoQ % Net Profit Latest,QoQ % EPS Latest,YoY% EPS Latest,QoQ % Sales Latest,YoY % Sales Latest
GUJGASLTD,05/02/2025,-27.8,-27.8,-1.2,9.8,5.7
GVPTECH,05/02/2025,-1233.3,NA,-200,-40.5,-97.2
GVT&D,05/02/2025,-1.4,-1.6,175.7,-3.1,28
HGINFRA,05/02/2025,42.5,42.5,12.3,40.2,-7.3
IKS,05/02/2025,-37.8,-37.8,NA,-48.8,NA
INNOVACAP,05/02/2025,-2.4,-2.3,33.8,-0.6,4.6
JAGRAN,05/02/2025,50.5,46.2,-16.5,15.7,1.1
JOCIL,05/02/2025,-321,-329.5,14.7,-4.3,27.5
KANPRPLA,05/02/2025,408.2,380.6,204.5,6,30.7
KANSAINER,05/02/2025,452.8,450.3,323.1,-1.5,0.2
KAVVERITEL,05/02/2025,317,358.3,1322.2,431.1,776.2
KMSUGAR,05/02/2025,159.5,158.5,291.4,-2.8,45.4
MANALIPETC,05/02/2025,2191.3,3000,14.8,-14.8,-4.2
MATRIMONY,05/02/2025,-24.4,-24.3,-11.1,-3.5,-5
MEDIASSIST,05/02/2025,42.5,40.1,38.3,2.9,12
MEDICO,05/02/2025,67.9,68.4,23.1,0.3,32.3
MINDTECK,05/02/2025,4.2,4.2,-13.8,-3.9,8.5
NAUKRI,05/02/2025,240.2,945.8,59.3,3.1,15.2
NAVNETEDUL,05/02/2025,428,415,NA,3.9,9.1
NIBL,05/02/2025,24.1,24.4,7.9,2.8,-6.5
NILKAMAL,05/02/2025,-33.8,-33.9,-26.9,4,6.3
PAGEIND,05/02/2025,4.8,4.8,34.2,5.4,6.9
PILANIINVS,05/02/2025,-82.8,-82.8,-75.9,-50.4,-1.2
RAMANEWS,05/02/2025,-703.3,-716.4,-811.7,37.7,-6.8
RAMCOSYS,05/02/2025,-5.3,-4.6,62.8,9.9,22
REDINGTON,05/02/2025,42.4,36.2,15.1,7.3,13.7
RELTD,05/02/2025,84.7,50,0,240.2,220.3
RPOWER,05/02/2025,-98.5,-98.6,103.4,5.3,-4.8
RPPL,05/02/2025,-130.8,-131.7,-115.3,-17.7,12
RUCHINFRA,05/02/2025,-229.4,-150,-141.7,-10.6,-9.3
SAGILITY,05/02/2025,84.8,84,NA,9.7,NA
SHREERAMA,05/02/2025,-1.1,-4.9,69.6,0.1,21.5
SHREYANIND,05/02/2025,-0.1,0.3,-56.6,28,-1.8
SKIPPER,05/02/2025,5.7,5.6,92.2,2.3,41.6
SOLARINDS,05/02/2025,11.1,10.1,54.4,15,38.1
SULA,05/02/2025,93.3,93,-32.7,51.2,3.4
SWIGGY,05/02/2025,-27.8,94.3,NA,10.9,NA
SYMPHONY,05/02/2025,-117.8,-117.8,-124,-23.2,-2
TEGA,05/02/2025,647.2,647.7,49.8,15.8,20.3
THANGAMAYL,05/02/2025,376.6,343.7,50.9,-4.1,26.4
TIMKEN,05/02/2025,-17.4,-17.4,8.9,-10.8,9.7
TIPSFILMS,05/02/2025,30.4,30.6,-319.4,100,-92.9
TRIGYN,05/02/2025,207.5,207.7,105.6,-0.5,-32.6
UGARSUGAR,05/02/2025,107.5,107.5,NA,9.3,-27.2
VAKRANGEE,05/02/2025,67.7,-50,-90,4,31.4
VEEDOL,05/02/2025,7.8,7.9,10.7,1.3,-2.8
VIPULLTD,05/02/2025,213.4,225,-95.1,-28.4,-92.8
VLSFINANCE,05/02/2025,-214,-214,-166,-173,-151
VRLLOG,05/02/2025,65.7,65.2,314,3.2,12
WELCORP,05/02/2025,137.5,135.1,128.8,9.4,-23.9
ZYDUSLIFE,05/02/2025,11.5,12.1,28.7,0.6,17
AJMERA,04/02/2025,-8.7,-12,-0.3,-3.6,-6.8
APOLLO,04/02/2025,16.1,13.2,33.3,-7.7,62.4
AROGRANITE,04/02/2025,100,100,-100,5.2,-10
ASIANPAINT,04/02/2025,62.7,59.7,-23.6,6.5,-6.1
AUTOAXLES,04/02/2025,9.9,10,0.7,7.3,-2
AZAD,04/02/2025,13.4,13.8,38.2,8,34.9
BAJAJELEC,04/02/2025,158.2,155.8,-13.7,15.3,5
BASF,04/02/2025,-19.1,-19.1,-26.2,-11.5,13
BBL,04/02/2025,115.8,116.2,36.3,30.4,21.2
BIRLACORPN,04/02/2025,223.9,224.2,-71.6,15.6,-2.4
CEIGALL,04/02/2025,8,8.8,NA,7.6,NA
CLEDUCATE,04/02/2025,-191.2,-175.4,-176.6,-28.5,6.1
CREATIVE,04/02/2025,29,28.9,46.2,60.2,29
DBOL,04/02/2025,70.6,70.7,-32.1,-0.4,65.8
DCMNVL,04/02/2025,-137.4,-122.4,27.6,2.4,-0.3
DHANBANK,04/02/2025,-23.2,-23.1,150,1.7,8.7
ERIS,04/02/2025,-9.8,-8.9,-19.3,-1.9,49.6
ESSARSHPNG,04/02/2025,-93.8,-93.8,193.2,-97.9,15.8
EVERESTIND,04/02/2025,-33.2,-32.8,-1759.3,-1.5,5.5
FINEORG,04/02/2025,-21.3,-21.3,-5.8,-12.4,22.5
FOODSIN,04/02/2025,-92.9,-92.9,-85.3,12.3,26.4
GANDHAR,04/02/2025,12.3,6.5,-59.5,7.5,-8.8
GEECEE,04/02/2025,55.3,55.5,107.3,100.8,326.6
GODREJPROP,04/02/2025,-52.6,-55.3,131.8,-11.4,193.1
GPTINFRA,04/02/2025,41.5,21.4,-35.1,-3.3,9.6
GTL,04/02/2025,-545.4,-543.3,-931.2,-27,17.3
HAPPSTMNDS,04/02/2025,30.9,31.1,-38.2,41.7,43.2
HIKAL,04/02/2025,-6.2,-6.1,1.5,-1.2,0
HINDOILEXP,04/02/2025,298.9,295.2,-9.4,54.5,-18.2
HTMEDIA,04/02/2025,48.7,18.8,46.9,15.6,10.6
IITL,04/02/2025,-160.8,-155.2,-114.6,-128.9,-155.9
INDIAGLYCO,04/02/2025,14.2,14.3,35.8,1.5,7.8
INFIBEAM,04/02/2025,35.5,29.4,-4.3,5.3,17.4
INTERARCH,04/02/2025,36.3,36.4,NA,12.5,NA
JBCHEPHARM,04/02/2025,-6.9,-7,20.3,-3.7,14.1
JGCHEM,04/02/2025,3.7,2.6,NA,-1.4,29.5
JKIL,04/02/2025,10.6,10.6,20,15,22
JKTYRE,04/02/2025,-62.4,-61.9,-78,1.4,-0.4
JSWHL,04/02/2025,-83.8,-83.8,-44.2,-82,6.8
KAJARIACER,04/02/2025,-7.7,-7.8,-26.5,-1.3,1
KREBSBIO,04/02/2025,-35.1,-35,-61.7,-10.9,-12.1
LEMONTREE,04/02/2025,127.6,107.9,54.9,24.9,23
LYKALABS,04/02/2025,27.8,28.8,26.7,-18,3.6
MAANALU,04/02/2025,-41,-41.7,-61.1,-11.4,-14.5
MANGCHEFER,04/02/2025,117.5,117,70.4,24.6,51
MARALOVER,04/02/2025,-52.6,-51.2,-805.6,-7.6,10
MEDANTA,04/02/2025,9.2,9,13.9,-1.4,12.8
METROPOLIS,04/02/2025,-32.7,-32.6,13.3,-7.7,10.8
MFSL,04/02/2025,-49.9,-50.3,-63,-33.3,-27.8
MIDHANI,04/02/2025,7.1,6.3,87.5,-9.2,-5.6
MUTHOOTCAP,04/02/2025,-21.5,-21.4,24,15.6,30.9
NILASPACES,04/02/2025,0.5,11.1,-73,3.3,-43.5
NIVABUPA,04/02/2025,1.4,NA,NA,-4.8,NA
ONMOBILE,04/02/2025,56.8,56.4,-200,26.8,36.9
PAISALO,04/02/2025,25,25,0,8.9,11.6
PARASPETRO,04/02/2025,2.9,-50,-88.9,-100,-100
PCJEWELLER,04/02/2025,-17.3,-30.8,106.5,26.6,1493.4
QUICKHEAL,04/02/2025,-97.4,-97.4,-99,-4,-13.9
RTNINDIA,04/02/2025,29.4,29.7,-186.6,6.7,16.2
SAFARI,04/02/2025,4.9,4.9,-30.1,-3.3,14
SBGLP,04/02/2025,-29.6,0,-97.7,40.1,-80.6
SCILAL,04/02/2025,-21.3,-24.1,-45,48,24
SHARDAMOTR,04/02/2025,-5.4,-5.4,-0.7,-3,0.1
SMLT,04/02/2025,45.2,45.9,-32.6,-3.8,-41.6
SOUTHWEST,04/02/2025,894.3,941.7,-10.1,73.6,12.6
SRPL,04/02/2025,59.7,59.3,NA,-100,-100
STERTOOLS,04/02/2025,-22.3,-22.1,-2.1,-8.1,12.4
TATAPOWER,04/02/2025,8.6,11,5.9,-2,5.1
THERMAX,04/02/2025,-42.6,-41.2,-51.5,-4,7.9
TI,04/02/2025,-7.5,-7.6,19.2,-9.2,-9.6
TITAN,04/02/2025,48.7,48.7,-1.3,22.1,25.2
TNPETRO,04/02/2025,146.8,150,124.1,2.4,33
TORNTPOWER,04/02/2025,-1.3,-5.8,24.5,-9.4,2.1
TRIVENI,04/02/2025,290.3,352.9,-65.3,-14.9,-3.3
VENUSREM,04/02/2025,455.2,457.4,183.6,5.6,23.3
VMART,04/02/2025,226.8,226.7,151.9,55.3,15.5
WHIRLPOOL,04/02/2025,-16.9,-15.6,53.1,-0.5,22
ZYDUSWELL,04/02/2025,-69.4,-69.3,676.9,-6.3,14.5
ABCAPITAL,03/02/2025,-29,-29.2,-6.5,-9.1,6.6
APLLTD,03/02/2025,-10.1,-9.9,-23.7,2.7,3.8
ARIHANTSUP,03/02/2025,59.3,58.9,60.1,34.8,26.4
ASPINWALL,03/02/2025,26.5,27.7,79.4,21.2,4.2
BANARISUG,03/02/2025,-16.1,-15.9,-57.7,-11,-45.1
BARBEQUE,03/02/2025,171.2,162.7,-3.3,7.6,-0.6
BHAGYANGR,03/02/2025,6.7,6.8,33,-3.3,17.7
BHARATWIRE,03/02/2025,-21.2,-21.7,-44.8,6.3,2.9
BOMDYEING,03/02/2025,-82.2,-82.2,-97.7,9,12.3
CASTROLIND,03/02/2025,30.8,29.9,8.3,5.1,7.1
CINELINE,03/02/2025,379.8,388.9,144.4,13.3,-8.1
DHANUKA,03/02/2025,-53.2,-53.2,20.7,-32,10.4
DIVISLAB,03/02/2025,15.5,15.5,63.5,-0.8,25
DOMS,03/02/2025,1,-1.2,34.6,9.5,34.8
GATEWAY,03/02/2025,546.5,546.1,611.7,4.9,5
GHCLTEXTIL,03/02/2025,-54.6,-54.8,84.9,-6.5,16.6
GICRE,03/02/2025,-9.7,-9.6,9.6,-10,2.4
GLAND,03/02/2025,25.1,25.1,5.7,-1.6,-10.4
HFCL,03/02/2025,-1.1,-1.9,-22.7,-7.5,-2
HMVL,03/02/2025,29.5,29.6,4920,14.8,7.9
INDRAMEDCO,03/02/2025,-22.7,-22.8,9.1,-7.1,6
IRISDOREME,03/02/2025,-39.1,-39.6,-3.3,-19.2,41.7
JAIPURKURT,03/02/2025,-52.2,-52.5,-13.6,-27.1,32.3
JYOTISTRUC,03/02/2025,62.1,12.5,28.6,27.7,145.8
KABRAEXTRU,03/02/2025,-48.2,-48.2,83.5,-5.4,-2.2
KAMATHOTEL,03/02/2025,213.2,212.7,-47.6,29.8,28.6
KSL,03/02/2025,-17.1,-17.1,-15.7,-1.6,0.9
LINC,03/02/2025,0.3,0,-71.1,-12.4,-2
MANINFRA,03/02/2025,77.7,84.3,-4.3,5.2,0.2
MMFL,03/02/2025,-11.9,-11.8,-58.6,-6.5,-6.2
NAHARCAP,03/02/2025,-54.8,-54.7,38900,-68.5,15.6
NAHARPOLY,03/02/2025,-56.9,-56.9,250.2,2.6,12.5
NAHARSPING,03/02/2025,104.4,104.3,105.1,4.7,7.2
NILAINFRA,03/02/2025,-6.8,-14.3,-25,31.4,52.2
NLCINDIA,03/02/2025,-29.2,-26.9,155,20.6,39.4
OAL,03/02/2025,-56.2,-56.4,152.4,-6,12.7
PARADEEP,03/02/2025,-30.2,-30.4,36.4,6.8,58.2
POLYMED,03/02/2025,-2.6,-2.7,22.6,1,24.9
POWERGRID,03/02/2025,1.8,1.5,-5.5,-0.4,-2.7
PREMIERENE,03/02/2025,23.9,23.9,NA,12.2,NA
PYRAMID,03/02/2025,18.3,19.4,1.1,15.1,19.4
RELIGARE,03/02/2025,-192.4,-183.9,-291.2,-14.7,10.2
SADHNANIQ,03/02/2025,789.7,300,-33.3,-13.5,-16
SAKSOFT,03/02/2025,3.2,3,-8.5,5.3,17.6
SHALBY,03/02/2025,-224.1,-154.8,-109.2,3,27.5
SHANKARA,03/02/2025,16.1,16.2,-18,8.1,22.1
SHRIPISTON,03/02/2025,-3.9,-3.9,11.4,-3.3,10.7
SKYGOLD,03/02/2025,-0.6,-7.4,-64,29.8,116.7
SNOWMAN,03/02/2025,-192.4,-180,-112.1,-8.1,6.2
STOVEKRAFT,03/02/2025,-27.5,-27.5,73.9,-3.4,11.7
SUNDARMFIN,03/02/2025,4.4,4.4,6.4,5.1,20.3
SURAJLTD,03/02/2025,5.1,5.4,-1.3,12.3,-31.7
SURANAT&P,03/02/2025,-74.2,-62.5,-53.8,24.4,-37.1
TAINWALCHM,03/02/2025,-95.4,-95.4,-56.4,-8.6,2.5
TAJGVK,03/02/2025,72.1,72.5,37.8,20.7,14.2
TATACHEM,03/02/2025,-107.9,-127.3,-133,-10.2,-3.8
THOMASCOOK,03/02/2025,-34.3,-24.5,-42.9,2.9,8.9
TIINDIA,03/02/2025,-6.4,-6.4,-63.7,-2.3,14.7
VPRPL,03/02/2025,-83.8,-83.8,-78.6,-28.1,-0.5
WELENT,03/02/2025,25.1,22,-1.3,9.9,22.6
AARTIIND,01/02/2025,-11.6,-11.8,-63.5,13,6.2
ANANTRAJ,01/02/2025,4.4,4.2,41.7,4.2,36.3
APEX,01/02/2025,86.6,86.5,-106.8,15.6,55.7
BHAGERIA,01/02/2025,92,91,49.5,32.6,53.2
GANECOS,01/02/2025,9.6,9.4,98.6,2.8,39.6
GRINFRA,01/02/2025,35.6,35.4,7.4,21.5,-20.6
JPPOWER,01/02/2025,-30.7,-35.7,-47.1,-7,-47.9
LAMBODHARA,01/02/2025,-52.5,-52.3,62.2,-0.2,19.7
NEOGEN,01/02/2025,-8.8,-8.7,689.6,4.2,22.4
VINATIORGA,01/02/2025,-10,-10,22,-5.7,16.4
WINDMACHIN,01/02/2025,213.7,260.5,2277.8,81.2,23.6
ADSL,31/01/2025,52.5,50.7,43.8,8.6,28.9
ANUP,31/01/2025,-2.9,-3.3,52.2,-9.1,33
APTUS,31/01/2025,4.7,4.7,17.2,6.8,28
ASTERDM,31/01/2025,-39.1,-41.2,-68.9,-3.4,10
AXISCADES,31/01/2025,20.1,19.5,73.6,3.7,18.2
BANDHANBNK,31/01/2025,-54.5,-54.5,-42.9,-0.4,17.4
CHOLAFIN,31/01/2025,12.4,12.2,23.6,7.6,34.5
CUB,31/01/2025,0.3,0,10,3.1,11.5
DHANI,31/01/2025,24,-69.2,105.6,-7.5,8.9
DSSL,31/01/2025,0.2,0.2,39,0.8,36.2
ELECTCAST,31/01/2025,3.2,2.8,-42.6,-2.8,-5
EPACK,31/01/2025,129.7,129.9,-61.8,-0.1,35
EQUITASBNK,31/01/2025,413.2,427.3,-68.8,3.7,12.8
FIVESTAR,31/01/2025,2.2,1.9,24.4,3.6,28.2
FLAIR,31/01/2025,-15.8,-15.8,20.8,-5.3,6.4
GATECH,31/01/2025,265,100,-77.8,0.9,117
GATECHDVR,31/01/2025,NA,NA,NA,NA,NA
GHCL,31/01/2025,8.7,8.8,67.5,-1.8,-2.5
GMDCLTD,31/01/2025,15.5,15.1,23.4,10.2,15.8
GODREJAGRO,31/01/2025,14.6,-0.7,20.1,0,4.4
HEXATRADEX,31/01/2025,157.5,157.5,-11.9,-100,-100
HIRECT,31/01/2025,-2.1,-2,520.2,1.9,23.6
HYBRIDFIN,31/01/2025,-71.4,-71.1,-42.1,-30.1,14.3
INDUSINDBK,31/01/2025,5.7,5.7,-39.2,0.9,10.6
INOXGREEN,31/01/2025,-14.6,-38.9,175,10.7,1.8
INOXWIND,31/01/2025,23.7,23.6,709.1,24.4,81
IRB,31/01/2025,5931.5,5444.4,2395,27.7,2.9
IRIS,31/01/2025,-8.9,-8.8,84.4,6.3,19.9
IWEL,31/01/2025,47.3,51.1,600.9,24.4,80.9
JUBLPHARMA,31/01/2025,-1.8,-2,48.9,4,8.6
JYOTHYLAB,31/01/2025,-16.8,-16.8,-6.7,-4,4
KRONOX,31/01/2025,0.3,1.1,NA,-3.5,15.5
KTKBANK,31/01/2025,-15.6,-15.7,-22.1,0.4,6.2
LGBBROSLTD,31/01/2025,-3,-2.9,1.9,2.4,12.7
LICHSGFIN,31/01/2025,8.1,8,22.6,1.9,3.9
MAHLIFE,31/01/2025,-60.7,-61.1,-143.8,2092.4,103.8
MARICO,31/01/2025,-6.2,-6.1,2,4.9,15.4
MAYURUNIQ,31/01/2025,-28,-28.1,1,-9.9,11.6
MHRIL,31/01/2025,208,149.3,160.6,1.1,6.9
MUFTI,31/01/2025,-30.9,-31.1,13.8,-16.2,3.5
NECCLTD,31/01/2025,-32.6,-33.3,-44.4,-1.1,-5.4
NECLIFE,31/01/2025,39.5,34.6,133.3,6.3,0.6
NESTLEIND,31/01/2025,-29.4,-29.5,4.8,-6.4,3.9
NRL,31/01/2025,-36.4,-34.3,119,-33,-54.1
NUVAMA,31/01/2025,-2.2,-2.6,40.1,-1.9,22.7
ONGC,31/01/2025,-1,-16.3,-17.8,4.9,0.3
PANAMAPET,31/01/2025,9.9,10,16.2,4.2,42.2
PDMJEPAPER,31/01/2025,-34.3,-34.4,-39.9,-12.9,-5
PFIZER,31/01/2025,-19.4,-19.4,-2,-8.6,-0.4
PNB,31/01/2025,1.5,1.7,84.1,4.8,14.5
POONAWALLA,31/01/2025,104,104,-93.2,6.9,38.6
RACLGEAR,31/01/2025,16.6,17.1,-36.3,3.1,-3.4
RELAXO,31/01/2025,-10.2,-10.1,-18.9,-1.8,-6.4
SABEVENTS,31/01/2025,217.6,190.5,154.3,-26.7,10
SATINDLTD,31/01/2025,-2.5,-5.3,11.7,14.1,33
SFL,31/01/2025,98.8,92.2,-40.5,19,10
SILVERTUC,31/01/2025,19,19.6,4.5,-0.6,39.3
SINCLAIR,31/01/2025,-50.4,-50,-80.7,77.7,1.9
SPECIALITY,31/01/2025,255.9,263.5,-34.6,21.9,9
SRGHFL,31/01/2025,-13.6,-13.4,-3.8,7.8,22.4
SUMMITSEC,31/01/2025,-106.5,-106.5,-133,-99.1,-94.4
SUNCLAY,31/01/2025,18.5,NA,NA,-5.9,-6.2
SUNPHARMA,31/01/2025,-4.1,-4.6,14,2.9,10.5
TEXINFRA,31/01/2025,-525.2,-523.8,-841.7,-17.3,0
TEXRAIL,31/01/2025,3,5.5,128.6,-1.5,47.9
TRITURBINE,31/01/2025,1.7,1.7,29.9,0.5,16.6
UNIECOM,31/01/2025,47.9,44.4,NA,0.4,NA
UPL,31/01/2025,245.8,287.2,160.7,-1.7,10.3
VADILALIND,31/01/2025,-69.4,-69.4,28.1,-31,16.9
VMM,31/01/2025,3.4,1.8,NA,-37.7,NA
XCHANGING,31/01/2025,46.9,46.1,620,2.6,7.3
AARVEEDEN,30/01/2025,-183.6,-183.9,-8.4,-61.7,-76.8
AAVAS,30/01/2025,-1,-1.1,24.7,3,17.5
ADANIENT,30/01/2025,-88.5,-96.7,-97,1.1,-8.8
ADANIPORTS,30/01/2025,4.4,3,13.4,12.7,15.1
AJANTPHARM,30/01/2025,7.6,7.6,11.3,-3.4,3.7
ALANKIT,30/01/2025,40.9,46.2,-57.8,13,38.2
ALKALI,30/01/2025,-163.6,-160.2,-1225.6,9.1,-9.3
ASAHISONG,30/01/2025,-30.7,-19.6,437.2,-5.6,30.8
ASTRAL,30/01/2025,3.6,3.7,-1.4,1.9,1.9
ATAM,30/01/2025,-6,-5.5,45.3,2.5,41.5
AVL,30/01/2025,97.6,95.8,-1.6,35.3,23.1
BAJAJFINSV,30/01/2025,5.5,6.9,2.8,-4.9,10.3
BAJAJHLDNG,30/01/2025,15.9,21.7,6.2,-54.7,16.9
BANARBEADS,30/01/2025,-64.5,-64.1,-1.3,-50.5,48.3
BANKBARODA,30/01/2025,-2.9,-2.7,8,2.1,8.4
BEL,30/01/2025,20,19.3,42.1,25.3,38.6
BIOCON,30/01/2025,198.9,275,-96.2,6.4,-3.3
CARERATING,30/01/2025,-39.5,-39.8,16.7,-17.9,22.4
CHEMFAB,30/01/2025,483.7,466.7,-77.2,2.1,-3.2
CLEAN,30/01/2025,11.7,11.6,3.2,1.1,23.6
CONCOR,30/01/2025,0.3,0.3,9.1,-3.5,-0.1
COROMANDEL,30/01/2025,-22.9,-23,119.3,-6.7,26.9
DABUR,30/01/2025,23.5,22.4,-1.7,10.8,3.1
DEEPINDS,30/01/2025,14.5,13.3,56.9,18.5,47.8
DENORA,30/01/2025,-336,-337.6,-219.6,-3.3,-40.5
DODLA,30/01/2025,0.2,0.2,50.1,-9.7,20.7
EMKAY,30/01/2025,-66.9,-67.1,-31.9,-29.2,1.6
GAIL,30/01/2025,51.8,51.1,26.2,8.7,6.2
GEOJITFSL,30/01/2025,-35.5,-35.8,-20.4,-21.4,12.7
GOACARBON,30/01/2025,17.3,17.7,-124,8.7,-52.5
GREENLAM,30/01/2025,-63.6,-63.2,-51.7,-11.6,6.9
GULPOLY,30/01/2025,413.6,419,36.3,38.4,64.3
HEIDELBERG,30/01/2025,-53.8,-53.1,-84.2,17.6,-10.6
HESTERBIO,30/01/2025,35.3,42.1,187.4,-24.5,-5.7
INDGN,30/01/2025,19.6,19.3,NA,4.9,7
IVP,30/01/2025,-12.9,-12.4,4,6,5.7
JAYBARMARU,30/01/2025,27.1,24.1,-48.6,6.3,7.9
JINDALSTEL,30/01/2025,10.5,10.4,-50.9,4.8,0.4
JISLDVREQS,30/01/2025,NA,NA,NA,NA,NA
JISLJALEQS,30/01/2025,90.7,106.7,-95.7,14.2,0.2
JITFINFRA,30/01/2025,-96.1,-109.9,-157.6,10.6,-36.9
JTEKTINDIA,30/01/2025,-16.7,-17.9,-40.2,-2.2,7.2
KALYANKJIL,30/01/2025,67.7,66.9,15.8,20.1,39.5
LALPATHLAB,30/01/2025,-25,-25.2,17.8,-9.6,10.7
LT,30/01/2025,-3,-1.1,13.4,5.1,17.3
MALLCOM,30/01/2025,-10.9,-10.6,31.3,-8.8,23.1
MANYAVAR,30/01/2025,136,136.4,-0.6,90.8,7.7
MAXHEALTH,30/01/2025,-15.3,-15.5,-19.9,9.4,39.9
MIRZAINT,30/01/2025,-196,-195.3,-200,-43.2,-19.3
NAVINFLUOR,30/01/2025,42,42,6.7,16.9,21.2
NELCAST,30/01/2025,-39.4,-39.5,-77,-11.8,-9.1
NESCO,30/01/2025,2.8,2.8,16.8,7.5,16.1
NKIND,30/01/2025,-2.4,5.3,-176.9,-54.1,-14.2
PARAGMILK,30/01/2025,23.4,22.8,0.7,1.5,10.5
PHOENIXLTD,30/01/2025,20.7,21.3,-52.9,6.2,-1.1
POKARNA,30/01/2025,12.5,12.5,135.5,-11,35.8
POLICYBZR,30/01/2025,40.2,39.3,69.6,10.7,48.3
PRAJIND,30/01/2025,-23.7,-23.8,-42.6,4.5,2.9
PRESTIGE,30/01/2025,-86.3,-90.8,-86.2,-28.2,-7.9
PRICOLLTD,30/01/2025,-8.1,-8.4,18.9,-5.2,10.7
RAJMET,30/01/2025,107.6,100,-100,-16.2,-21.8
RAYMONDLSL,30/01/2025,26.2,26.4,NA,-21.6,NA
RML,30/01/2025,67.2,66.7,-102.5,-1.4,0.1
SARLAPOLY,30/01/2025,-28.9,-28.6,51.4,-10.4,6
SHANTIGEAR,30/01/2025,2.5,2.4,47.2,1.5,25.4
SHREECEM,30/01/2025,152.7,152.9,-73.7,12.8,-12.5
SHYAMCENT,30/01/2025,102.6,100,-100,2.8,2.5
SICALLOG,30/01/2025,22.6,29.7,-140.1,1.8,9.5
SILLYMONKS,30/01/2025,0,57.1,37.5,-79.6,-77
SJS,30/01/2025,-0.2,-1.6,63,69.1,11.1
SONAMLTD,30/01/2025,53.6,55.9,-49,3.1,7.8
STAR,30/01/2025,-3.9,-5.9,74.7,-4,11.2
STARCEMENT,30/01/2025,58.5,57.1,-88.4,12,10.3
STEELCITY,30/01/2025,-6.2,-5.9,64.6,-12.2,19.1
STYRENIX,30/01/2025,-32,-32,36.1,5.7,42.5
SUBROS,30/01/2025,-9.7,-9.5,20.5,-0.9,12.1
TATACONSUM,30/01/2025,-23.2,-23.6,-9,5.4,16.8
TREL,30/01/2025,32.2,33.3,5.9,16.7,-8.7
TRF,30/01/2025,86,86.9,767.8,-28.8,-19.2
TVVISION,30/01/2025,-26,-26.8,23.1,-23,-22.4
UFO,30/01/2025,1877.9,1895.5,211,43.5,17.3
VINCOFE,30/01/2025,65,62.9,140.5,23.1,133.7
VOLTAMP,30/01/2025,-3.1,-3.1,-22.5,21.6,18.3
WAAREEENER,30/01/2025,34.9,24.8,NA,-3.3,NA
WELSPUNLIV,30/01/2025,-39.3,-40.4,-34,-13.3,3.3
3IINFOLTD,29/01/2025,1053.1,1056,237.4,2.1,-14.5
AARTIDRUGS,29/01/2025,26.7,26.2,2.7,-5.3,-4.4
ABDL,29/01/2025,21.6,20.8,1261.1,12.2,8.8
ACMESOLAR,29/01/2025,631,516.7,NA,34.4,NA
ADANIPOWER,29/01/2025,-10.8,-8.2,10.3,2.5,5.2
AMBUJACEM,29/01/2025,454,361.8,103.6,24.1,14.8
ARCHIDPLY,29/01/2025,40.7,41.3,-211.4,15.8,43.8
ARVSMART,29/01/2025,17.7,17.4,382.9,-20.9,149.1
ASAHIINDIA,29/01/2025,10.5,10.4,60.7,-2.9,7.7
ASKAUTOLTD,29/01/2025,-2.1,-2.3,28.5,-6,20.1
BAJFINANCE,29/01/2025,7.3,6.1,16.4,5.5,27.3
BANSALWIRE,29/01/2025,7,6,NA,32.6,NA
BANSWRAS,29/01/2025,100,100,21.3,-1.1,12.1
BLUEDART,29/01/2025,28.8,28.9,-9.1,4.4,9.3
BLUEJET,29/01/2025,69.6,69.4,197.4,52.8,90.9
BLUESTARCO,29/01/2025,37.9,37.5,29.5,23.3,25.3
BRIGADE,29/01/2025,104.6,98.6,198.5,36.5,24.7
CAMS,29/01/2025,2.2,2.1,36.4,1.6,19.9
CAPITALSFB,29/01/2025,2.1,1.6,-8.5,5.1,15.1
CARTRADE,29/01/2025,47.9,53,276.7,14.3,27.1
CHALET,29/01/2025,169.7,169.7,26.3,21.4,22.5
CHOICEIN,29/01/2025,-33.9,-36.6,-25.8,-15.4,1
CRAFTSMAN,29/01/2025,-79.1,-79,-84.4,29.8,39.5
DATAMATICS,29/01/2025,76.6,74.9,77.2,4.6,15.2
DEEPAKFERT,29/01/2025,18.2,19.4,330.8,-6.1,39.2
ECLERX,29/01/2025,-1.7,-2.3,-1.4,2.6,13.4
FILATEX,29/01/2025,251.9,256.7,23,1.9,-1.3
FINOPB,29/01/2025,9.2,9.4,-0.7,3.3,25.8
FLUOROCHEM,29/01/2025,4.1,4,55.8,-3.4,15.7
GABRIEL,29/01/2025,2.4,2.5,23.3,0,13.6
GMRP&UI,29/01/2025,-143.4,-141.6,-279.5,16.4,46.1
HEUBACHIND,29/01/2025,-6.7,-6.5,163.6,-2.5,20.9
HINDCON,29/01/2025,121,125,-3.6,17.6,13.1
HINDMOTORS,29/01/2025,-31.7,-33.3,-72.9,-28,-58.7
IFBAGRO,29/01/2025,473.3,473.7,342,10.6,20.6
IMFA,29/01/2025,-25.4,-25.4,-14.4,-7,-6.1
INDIANB,29/01/2025,3.9,3.9,31.5,2.6,11
JBMA,29/01/2025,7.2,-46.8,-46.9,8.6,3.7
JKPAPER,29/01/2025,-49.3,-49.1,-72.4,-3,-4.4
JSL,29/01/2025,7.4,7,-6.3,1.3,8.5
JWL,29/01/2025,10.4,10.5,10.5,2.7,11.6
KPITTECH,29/01/2025,-8.2,-8.2,18.4,0.4,17.6
